sampling_point_id,begin_position,end_position,value,validation_flag,verification_flag
SPO_NO0057A_9_42,2020-01-27T00:00:00+01:00,2020-01-27T01:00:00+01:00,10.2506249815,1,1
SPO_NO0057A_9_42,2020-01-28T09:00:00+01:00,2020-01-28T10:00:00+01:00,164.8705824465,1,1
SPO_NO0057A_9_42,2020-01-23T20:00:00+01:00,2020-01-23T21:00:00+01:00,533.2792387544,1,1
SPO_NO0057A_9_42,2020-01-24T22:00:00+01:00,2020-01-24T23:00:00+01:00,17.3145705984,1,1
SPO_NO0057A_9_42,2020-01-24T01:00:00+01:00,2020-01-24T02:00:00+01:00,31.2056174061,1,1
SPO_NO0057A_9_42,2020-01-28T23:00:00+01:00,2020-01-29T00:00:00+01:00,12.9407396163,1,1
SPO_NO0057A_9_42,2020-01-25T04:00:00+01:00,2020-01-25T05:00:00+01:00,118.4221296568,1,1
SPO_NO0057A_9_42,2020-01-25T08:00:00+01:00,2020-01-25T09:00:00+01:00,92.090729805,1,1
SPO_NO0057A_9_42,2020-01-27T12:00:00+01:00,2020-01-27T13:00:00+01:00,96.1121997368,1,1
SPO_NO0057A_9_42,2020-01-24T14:00:00+01:00,2020-01-24T15:00:00+01:00,60.2418947579,1,1
SPO_NO0057A_9_42,2020-01-28T21:00:00+01:00,2020-01-28T22:00:00+01:00,28.7318873647,1,1
SPO_NO0057A_9_42,2020-01-28T05:00:00+01:00,2020-01-28T06:00:00+01:00,125.2121063815,1,1
SPO_NO0057A_9_42,2020-01-29T02:00:00+01:00,2020-01-29T03:00:00+01:00,8.9488718791,1,1
SPO_NO0057A_9_42,2020-01-31T17:00:00+01:00,2020-01-31T18:00:00+01:00,48.4594701541,1,1
SPO_NO0057A_9_42,2020-01-31T09:00:00+01:00,2020-01-31T10:00:00+01:00,262.8242695032,1,1
SPO_NO0057A_9_42,2020-01-30T20:00:00+01:00,2020-01-30T21:00:00+01:00,56.8943048001,1,1
SPO_NO0057A_9_42,2020-01-25T15:00:00+01:00,2020-01-25T16:00:00+01:00,54.1570298902,1,1
SPO_NO0057A_9_42,2020-01-28T06:00:00+01:00,2020-01-28T07:00:00+01:00,441.5967700312,1,1
SPO_NO0057A_9_42,2020-01-27T19:00:00+01:00,2020-01-27T20:00:00+01:00,50.0463483781,1,1
SPO_NO0057A_9_42,2020-01-29T00:00:00+01:00,2020-01-29T01:00:00+01:00,10.5877401523,1,1
SPO_NO0057A_9_42,2020-01-27T23:00:00+01:00,2020-01-28T00:00:00+01:00,22.3902219583,1,1
SPO_NO0057A_9_42,2020-01-25T07:00:00+01:00,2020-01-25T08:00:00+01:00,56.3518998752,1,1
SPO_NO0057A_9_42,2020-01-30T04:00:00+01:00,2020-01-30T05:00:00+01:00,30.0986899544,1,1
SPO_NO0057A_9_42,2020-01-27T21:00:00+01:00,2020-01-27T22:00:00+01:00,40.4499467668,1,1
SPO_NO0057A_9_42,2020-01-29T06:00:00+01:00,2020-01-29T07:00:00+01:00,239.1713645019,1,1
SPO_NO0057A_9_42,2020-01-28T03:00:00+01:00,2020-01-28T04:00:00+01:00,30.1851021198,1,1
SPO_NO0057A_9_42,2020-01-31T15:00:00+01:00,2020-01-31T16:00:00+01:00,90.2420765363,1,1
SPO_NO0057A_9_42,2020-01-24T16:00:00+01:00,2020-01-24T17:00:00+01:00,37.3826957455,1,1
SPO_NO0057A_9_42,2020-01-23T17:00:00+01:00,2020-01-23T18:00:00+01:00,452.3824488045,1,1
SPO_NO0057A_9_42,2020-01-24T11:00:00+01:00,2020-01-24T12:00:00+01:00,337.405677393,1,1
SPO_NO0057A_9_42,2020-01-29T07:00:00+01:00,2020-01-29T08:00:00+01:00,229.2960421736,1,1
SPO_NO0057A_9_42,2020-01-30T06:00:00+01:00,2020-01-30T07:00:00+01:00,305.9828231126,1,1
SPO_NO0057A_9_42,2020-01-28T02:00:00+01:00,2020-01-28T03:00:00+01:00,12.077569882,1,1
SPO_NO0057A_9_42,2020-01-29T03:00:00+01:00,2020-01-29T04:00:00+01:00,12.7348083836,1,1
SPO_NO0057A_9_42,2020-01-24T00:00:00+01:00,2020-01-24T01:00:00+01:00,158.6691020692,1,1
SPO_NO0057A_9_42,2020-01-23T13:00:00+01:00,2020-01-23T14:00:00+01:00,399.5654121517,1,1
SPO_NO0057A_9_42,2020-01-27T18:00:00+01:00,2020-01-27T19:00:00+01:00,69.2724043236,1,1
SPO_NO0057A_9_42,2020-01-26T13:00:00+01:00,2020-01-26T14:00:00+01:00,53.1012024839,1,1
SPO_NO0057A_9_42,2020-01-28T07:00:00+01:00,2020-01-28T08:00:00+01:00,387.8165138361,1,1
SPO_NO0057A_9_42,2020-01-24T13:00:00+01:00,2020-01-24T14:00:00+01:00,81.0244050111,1,1
SPO_NO0057A_9_42,2020-01-30T13:00:00+01:00,2020-01-30T14:00:00+01:00,112.4514066532,1,1
SPO_NO0057A_9_42,2020-01-30T08:00:00+01:00,2020-01-30T09:00:00+01:00,93.6062750327,1,1
SPO_NO0057A_9_42,2020-01-26T02:00:00+01:00,2020-01-26T03:00:00+01:00,14.2884979633,1,1
SPO_NO0057A_9_42,2020-01-30T16:00:00+01:00,2020-01-30T17:00:00+01:00,116.199130115,1,1
SPO_NO0057A_9_42,2020-01-29T10:00:00+01:00,2020-01-29T11:00:00+01:00,145.1083678981,1,1
SPO_NO0057A_9_42,2020-01-30T15:00:00+01:00,2020-01-30T16:00:00+01:00,72.7582518915,1,1
SPO_NO0057A_9_42,2020-01-25T18:00:00+01:00,2020-01-25T19:00:00+01:00,53.274061654,1,1
SPO_NO0057A_9_42,2020-01-31T00:00:00+01:00,2020-01-31T01:00:00+01:00,10.3528619655,1,1
SPO_NO0057A_9_42,2020-01-30T23:00:00+01:00,2020-01-31T00:00:00+01:00,16.7341632124,1,1
SPO_NO0057A_9_42,2020-01-31T10:00:00+01:00,2020-01-31T11:00:00+01:00,54.8885829021,1,1
SPO_NO0057A_9_42,2020-01-31T03:00:00+01:00,2020-01-31T04:00:00+01:00,11.5123568038,1,1
SPO_NO0057A_9_42,2020-01-31T13:00:00+01:00,2020-01-31T14:00:00+01:00,75.8660412498,1,1
SPO_NO0057A_9_42,2020-01-31T12:00:00+01:00,2020-01-31T13:00:00+01:00,65.0194882564,1,1
SPO_NO0057A_9_42,2020-01-24T10:00:00+01:00,2020-01-24T11:00:00+01:00,356.042939963,1,1
SPO_NO0057A_9_42,2020-01-31T22:00:00+01:00,2020-01-31T23:00:00+01:00,23.883569885,1,1
SPO_NO0057A_9_42,2020-01-31T21:00:00+01:00,2020-01-31T22:00:00+01:00,40.6414664718,1,1
SPO_NO0057A_9_42,2020-01-28T01:00:00+01:00,2020-01-28T02:00:00+01:00,9.2505332654,1,1
SPO_NO0057A_9_42,2020-01-25T17:00:00+01:00,2020-01-25T18:00:00+01:00,65.1099565947,1,1
SPO_NO0057A_9_42,2020-01-26T00:00:00+01:00,2020-01-26T01:00:00+01:00,58.0205740914,1,1
SPO_NO0057A_9_42,2020-01-25T12:00:00+01:00,2020-01-25T13:00:00+01:00,61.7712865641,1,1
SPO_NO0057A_9_42,2020-01-23T21:00:00+01:00,2020-01-23T22:00:00+01:00,524.403570763,1,1
SPO_NO0057A_9_42,2020-01-26T18:00:00+01:00,2020-01-26T19:00:00+01:00,28.6577853983,1,1
SPO_NO0057A_9_42,2020-01-26T15:00:00+01:00,2020-01-26T16:00:00+01:00,81.839154005,1,1
SPO_NO0057A_9_42,2020-01-29T13:00:00+01:00,2020-01-29T14:00:00+01:00,223.7768085188,1,1
SPO_NO0057A_9_42,2020-01-28T10:00:00+01:00,2020-01-28T11:00:00+01:00,176.6782726805,1,1
SPO_NO0057A_9_42,2020-01-30T03:00:00+01:00,2020-01-30T04:00:00+01:00,14.0420957768,1,1
SPO_NO0057A_9_42,2020-01-25T02:00:00+01:00,2020-01-25T03:00:00+01:00,49.0896266625,1,1
SPO_NO0057A_9_42,2020-01-25T03:00:00+01:00,2020-01-25T04:00:00+01:00,62.5449909194,1,1
SPO_NO0057A_9_42,2020-01-24T19:00:00+01:00,2020-01-24T20:00:00+01:00,52.227293575,1,1
SPO_NO0057A_9_42,2020-01-25T13:00:00+01:00,2020-01-25T14:00:00+01:00,83.8468857862,1,1
SPO_NO0057A_9_42,2020-01-29T16:00:00+01:00,2020-01-29T17:00:00+01:00,179.0711587611,1,1
SPO_NO0057A_9_42,2020-01-26T09:00:00+01:00,2020-01-26T10:00:00+01:00,18.0724624516,1,1
SPO_NO0057A_9_42,2020-01-29T23:00:00+01:00,2020-01-30T00:00:00+01:00,22.1034130309,1,1
SPO_NO0057A_9_42,2020-01-24T12:00:00+01:00,2020-01-24T13:00:00+01:00,101.336650798,1,1
SPO_NO0057A_9_42,2020-01-29T19:00:00+01:00,2020-01-29T20:00:00+01:00,75.0633242056,1,1
SPO_NO0057A_9_42,2020-01-26T10:00:00+01:00,2020-01-26T11:00:00+01:00,17.6146272583,1,1
SPO_NO0057A_9_42,2020-01-23T18:00:00+01:00,2020-01-23T19:00:00+01:00,353.9312230034,1,1
SPO_NO0057A_9_42,2020-01-27T06:00:00+01:00,2020-01-27T07:00:00+01:00,105.5656086874,1,1
SPO_NO0057A_9_42,2020-01-26T17:00:00+01:00,2020-01-26T18:00:00+01:00,122.7410238971,1,1
SPO_NO0057A_9_42,2020-01-26T04:00:00+01:00,2020-01-26T05:00:00+01:00,13.1395341365,1,1
SPO_NO0057A_9_42,2020-01-26T06:00:00+01:00,2020-01-26T07:00:00+01:00,14.7853691318,1,1
SPO_NO0057A_9_42,2020-01-26T11:00:00+01:00,2020-01-26T12:00:00+01:00,22.2871469095,1,1
SPO_NO0057A_9_42,2020-01-24T06:00:00+01:00,2020-01-24T07:00:00+01:00,735.1555319328,1,1
SPO_NO0057A_9_42,2020-01-27T09:00:00+01:00,2020-01-27T10:00:00+01:00,99.5534796305,1,1
SPO_NO0057A_9_42,2020-01-27T03:00:00+01:00,2020-01-27T04:00:00+01:00,11.4412416334,1,1
SPO_NO0057A_9_42,2020-01-25T20:00:00+01:00,2020-01-25T21:00:00+01:00,14.2422096225,1,1
SPO_NO0057A_9_42,2020-01-24T07:00:00+01:00,2020-01-24T08:00:00+01:00,426.2224033179,1,1
SPO_NO0057A_9_42,2020-01-30T09:00:00+01:00,2020-01-30T10:00:00+01:00,95.2500461169,1,1
SPO_NO0057A_9_42,2020-01-29T01:00:00+01:00,2020-01-29T02:00:00+01:00,7.5254872949,1,1
SPO_NO0057A_9_42,2020-01-28T08:00:00+01:00,2020-01-28T09:00:00+01:00,212.5989916678,1,1
SPO_NO0057A_9_42,2020-01-25T01:00:00+01:00,2020-01-25T02:00:00+01:00,49.3067461935,1,1
SPO_NO0057A_9_42,2020-01-25T10:00:00+01:00,2020-01-25T11:00:00+01:00,84.0147468708,1,1
SPO_NO0057A_9_42,2020-01-28T18:00:00+01:00,2020-01-28T19:00:00+01:00,69.9599803645,1,1
SPO_NO0057A_9_42,2020-01-24T17:00:00+01:00,2020-01-24T18:00:00+01:00,31.1502461577,1,1
SPO_NO0057A_9_42,2020-01-31T07:00:00+01:00,2020-01-31T08:00:00+01:00,246.332194172,1,1
SPO_NO0057A_9_42,2020-01-28T19:00:00+01:00,2020-01-28T20:00:00+01:00,58.1879498369,1,1
SPO_NO0057A_9_42,2020-01-25T06:00:00+01:00,2020-01-25T07:00:00+01:00,77.900329156,1,1
SPO_NO0057A_9_42,2020-01-30T19:00:00+01:00,2020-01-30T20:00:00+01:00,91.1397808641,1,1
SPO_NO0057A_9_42,2020-01-28T17:00:00+01:00,2020-01-28T18:00:00+01:00,70.6481981884,1,1
SPO_NO0057A_9_42,2020-01-29T09:00:00+01:00,2020-01-29T10:00:00+01:00,178.9208782046,1,1
SPO_NO0057A_9_42,2020-01-25T23:00:00+01:00,2020-01-26T00:00:00+01:00,31.4817075999,1,1
SPO_NO0057A_9_42,2020-01-23T19:00:00+01:00,2020-01-23T20:00:00+01:00,517.2802149588,1,1
SPO_NO0057A_9_42,2020-01-31T05:00:00+01:00,2020-01-31T06:00:00+01:00,59.1790703411,1,1
SPO_NO0057A_9_42,2020-01-24T23:00:00+01:00,2020-01-25T00:00:00+01:00,14.5441726557,1,1
SPO_NO0057A_9_42,2020-01-31T20:00:00+01:00,2020-01-31T21:00:00+01:00,41.3571459737,1,1
SPO_NO0057A_9_42,2020-01-27T16:00:00+01:00,2020-01-27T17:00:00+01:00,70.64226369,1,1
SPO_NO0057A_9_42,2020-01-29T18:00:00+01:00,2020-01-29T19:00:00+01:00,136.2753421975,1,1
SPO_NO0057A_9_42,2020-01-31T14:00:00+01:00,2020-01-31T15:00:00+01:00,91.4314157065,1,1
SPO_NO0057A_9_42,2020-01-28T04:00:00+01:00,2020-01-28T05:00:00+01:00,41.2464377959,1,1
SPO_NO0057A_9_42,2020-01-25T00:00:00+01:00,2020-01-25T01:00:00+01:00,24.9739886831,1,1
SPO_NO0057A_9_42,2020-01-31T02:00:00+01:00,2020-01-31T03:00:00+01:00,13.4078473809,1,1
SPO_NO0057A_9_42,2020-01-28T20:00:00+01:00,2020-01-28T21:00:00+01:00,36.2689188754,1,1
SPO_NO0057A_9_42,2020-01-30T21:00:00+01:00,2020-01-30T22:00:00+01:00,35.8727537022,1,1
SPO_NO0057A_9_42,2020-01-31T19:00:00+01:00,2020-01-31T20:00:00+01:00,48.4431984716,1,1
SPO_NO0057A_9_42,2020-01-31T08:00:00+01:00,2020-01-31T09:00:00+01:00,229.3243147139,1,1
SPO_NO0057A_9_42,2020-01-24T02:00:00+01:00,2020-01-24T03:00:00+01:00,12.9988167982,1,1
SPO_NO0057A_9_42,2020-01-27T02:00:00+01:00,2020-01-27T03:00:00+01:00,6.5221335777,1,1
SPO_NO0057A_9_42,2020-01-27T20:00:00+01:00,2020-01-27T21:00:00+01:00,33.1600256024,1,1
SPO_NO0057A_9_42,2020-01-30T00:00:00+01:00,2020-01-30T01:00:00+01:00,18.079680876,1,1
SPO_NO0057A_9_42,2020-01-31T06:00:00+01:00,2020-01-31T07:00:00+01:00,308.8959712361,1,1
SPO_NO0057A_9_42,2020-01-30T22:00:00+01:00,2020-01-30T23:00:00+01:00,19.1022504013,1,1
SPO_NO0057A_9_42,2020-01-23T22:00:00+01:00,2020-01-23T23:00:00+01:00,307.6818001024,1,1
SPO_NO0057A_9_42,2020-01-23T16:00:00+01:00,2020-01-23T17:00:00+01:00,535.1447311265,1,1
SPO_NO0057A_9_42,2020-01-25T21:00:00+01:00,2020-01-25T22:00:00+01:00,10.7614901144,1,1
SPO_NO0057A_9_42,2020-01-24T20:00:00+01:00,2020-01-24T21:00:00+01:00,23.3149414415,1,1
SPO_NO0057A_9_42,2020-01-27T07:00:00+01:00,2020-01-27T08:00:00+01:00,98.0992589736,1,1
SPO_NO0057A_9_42,2020-01-30T12:00:00+01:00,2020-01-30T13:00:00+01:00,73.2573368185,1,1
SPO_NO0057A_9_42,2020-01-29T12:00:00+01:00,2020-01-29T13:00:00+01:00,183.8473523451,1,1
SPO_NO0057A_9_42,2020-01-29T15:00:00+01:00,2020-01-29T16:00:00+01:00,215.4779095483,1,1
SPO_NO0057A_9_42,2020-01-31T04:00:00+01:00,2020-01-31T05:00:00+01:00,11.5053888804,1,1
SPO_NO0057A_9_42,2020-01-29T05:00:00+01:00,2020-01-29T06:00:00+01:00,77.9666948507,1,1
SPO_NO0057A_9_42,2020-01-29T08:00:00+01:00,2020-01-29T09:00:00+01:00,416.0224779526,-99,1
SPO_NO0057A_9_42,2020-01-30T17:00:00+01:00,2020-01-30T18:00:00+01:00,107.4519292004,1,1
SPO_NO0057A_9_42,2020-01-29T21:00:00+01:00,2020-01-29T22:00:00+01:00,46.6914264496,1,1
SPO_NO0057A_9_42,2020-01-30T07:00:00+01:00,2020-01-30T08:00:00+01:00,124.0866361997,1,1
SPO_NO0057A_9_42,2020-01-25T09:00:00+01:00,2020-01-25T10:00:00+01:00,55.9198367911,1,1
SPO_NO0057A_9_42,2020-01-26T07:00:00+01:00,2020-01-26T08:00:00+01:00,11.0648516415,1,1
SPO_NO0057A_9_42,2020-01-29T11:00:00+01:00,2020-01-29T12:00:00+01:00,166.8420516793,1,1
SPO_NO0057A_9_42,2020-01-24T08:00:00+01:00,2020-01-24T09:00:00+01:00,639.6399344793,1,1
SPO_NO0057A_9_42,2020-01-31T01:00:00+01:00,2020-01-31T02:00:00+01:00,7.9852025157,1,1
SPO_NO0057A_9_42,2020-01-26T20:00:00+01:00,2020-01-26T21:00:00+01:00,18.3996035487,1,1
SPO_NO0057A_9_42,2020-01-28T12:00:00+01:00,2020-01-28T13:00:00+01:00,125.4219856185,1,1
SPO_NO0057A_9_42,2020-01-28T15:00:00+01:00,2020-01-28T16:00:00+01:00,124.5695885321,1,1
SPO_NO0057A_9_42,2020-01-25T16:00:00+01:00,2020-01-25T17:00:00+01:00,79.2645087956,1,1
SPO_NO0057A_9_42,2020-01-31T11:00:00+01:00,2020-01-31T12:00:00+01:00,55.3522369603,1,1
SPO_NO0057A_9_42,2020-01-27T04:00:00+01:00,2020-01-27T05:00:00+01:00,18.2342514842,1,1
SPO_NO0057A_9_42,2020-01-24T05:00:00+01:00,2020-01-24T06:00:00+01:00,132.5443833103,1,1
SPO_NO0057A_9_42,2020-01-30T18:00:00+01:00,2020-01-30T19:00:00+01:00,54.5498726794,1,1
SPO_NO0057A_9_42,2020-01-29T17:00:00+01:00,2020-01-29T18:00:00+01:00,197.2549345996,1,1
SPO_NO0057A_9_42,2020-01-27T05:00:00+01:00,2020-01-27T06:00:00+01:00,26.6682397938,1,1
SPO_NO0057A_9_42,2020-01-27T08:00:00+01:00,2020-01-27T09:00:00+01:00,108.6617648586,1,1
SPO_NO0057A_9_42,2020-01-27T22:00:00+01:00,2020-01-27T23:00:00+01:00,53.8484303264,1,1
SPO_NO0057A_9_42,2020-01-29T04:00:00+01:00,2020-01-29T05:00:00+01:00,18.8847179015,1,1
SPO_NO0057A_9_42,2020-01-28T11:00:00+01:00,2020-01-28T12:00:00+01:00,134.3387996259,1,1
SPO_NO0057A_9_42,2020-01-26T23:00:00+01:00,2020-01-27T00:00:00+01:00,10.9449541836,1,1
SPO_NO0057A_9_42,2020-01-25T14:00:00+01:00,2020-01-25T15:00:00+01:00,76.4365927206,1,1
SPO_NO0057A_9_42,2020-01-27T15:00:00+01:00,2020-01-27T16:00:00+01:00,107.6751803515,1,1
SPO_NO0057A_9_42,2020-01-30T10:00:00+01:00,2020-01-30T11:00:00+01:00,126.1806696088,1,1
SPO_NO0057A_9_42,2020-01-27T10:00:00+01:00,2020-01-27T11:00:00+01:00,109.6519296064,1,1
SPO_NO0057A_9_42,2020-01-23T23:00:00+01:00,2020-01-24T00:00:00+01:00,236.3013597463,1,1
SPO_NO0057A_9_42,2020-01-29T22:00:00+01:00,2020-01-29T23:00:00+01:00,35.5784050045,1,1
SPO_NO0057A_9_42,2020-01-31T23:00:00+01:00,2020-02-01T00:00:00+01:00,33.0766317594,1,1
SPO_NO0057A_9_42,2020-01-26T08:00:00+01:00,2020-01-26T09:00:00+01:00,10.1396758345,1,1
SPO_NO0057A_9_42,2020-01-30T05:00:00+01:00,2020-01-30T06:00:00+01:00,106.3910319073,1,1
SPO_NO0057A_9_42,2020-01-28T13:00:00+01:00,2020-01-28T14:00:00+01:00,140.5263904966,1,1
SPO_NO0057A_9_42,2020-01-28T22:00:00+01:00,2020-01-28T23:00:00+01:00,21.6637603337,1,1
SPO_NO0057A_9_42,2020-01-29T14:00:00+01:00,2020-01-29T15:00:00+01:00,222.5814163901,1,1
SPO_NO0057A_9_42,2020-01-24T21:00:00+01:00,2020-01-24T22:00:00+01:00,36.7493828934,1,1
SPO_NO0057A_9_42,2020-01-30T01:00:00+01:00,2020-01-30T02:00:00+01:00,12.6386885146,1,1
SPO_NO0057A_9_42,2020-01-24T04:00:00+01:00,2020-01-24T05:00:00+01:00,44.3881259732,1,1
SPO_NO0057A_9_42,2020-01-27T01:00:00+01:00,2020-01-27T02:00:00+01:00,12.3622702949,1,1
SPO_NO0057A_9_42,2020-01-29T20:00:00+01:00,2020-01-29T21:00:00+01:00,90.885769055,1,1
SPO_NO0057A_9_42,2020-01-31T16:00:00+01:00,2020-01-31T17:00:00+01:00,68.2882887733,1,1
SPO_NO0057A_9_42,2020-01-30T11:00:00+01:00,2020-01-30T12:00:00+01:00,67.8341820918,1,1
SPO_NO0057A_9_42,2020-01-28T00:00:00+01:00,2020-01-28T01:00:00+01:00,11.5930089298,1,1
SPO_NO0057A_9_42,2020-01-23T14:00:00+01:00,2020-01-23T15:00:00+01:00,396.197309332,1,1
SPO_NO0057A_9_42,2020-01-19T10:00:00+01:00,2020-01-19T11:00:00+01:00,52.4166215575,1,1
SPO_NO0057A_9_42,2020-01-19T00:00:00+01:00,2020-01-19T01:00:00+01:00,118.2991792226,1,1
SPO_NO0057A_9_42,2020-01-16T09:00:00+01:00,2020-01-16T10:00:00+01:00,70.184767613,1,1
SPO_NO0057A_9_42,2020-01-22T16:00:00+01:00,2020-01-22T17:00:00+01:00,327.7342218141,1,1
SPO_NO0057A_9_42,2020-01-22T19:00:00+01:00,2020-01-22T20:00:00+01:00,316.250056026,1,1
SPO_NO0057A_9_42,2020-01-22T17:00:00+01:00,2020-01-22T18:00:00+01:00,436.6370413577,1,1
SPO_NO0057A_9_42,2020-01-22T04:00:00+01:00,2020-01-22T05:00:00+01:00,20.4321025641,1,1
SPO_NO0057A_9_42,2020-01-18T02:00:00+01:00,2020-01-18T03:00:00+01:00,21.9734289975,1,1
SPO_NO0057A_9_42,2020-01-14T09:00:00+01:00,2020-01-14T10:00:00+01:00,55.5252486072,1,1
SPO_NO0057A_9_42,2020-01-16T16:00:00+01:00,2020-01-16T17:00:00+01:00,63.735772291,1,1
SPO_NO0057A_9_42,2020-01-21T21:00:00+01:00,2020-01-21T22:00:00+01:00,70.8111647406,1,1
SPO_NO0057A_9_42,2020-01-14T17:00:00+01:00,2020-01-14T18:00:00+01:00,47.4709856701,1,1
SPO_NO0057A_9_42,2020-01-15T05:00:00+01:00,2020-01-15T06:00:00+01:00,27.6517852288,1,1
SPO_NO0057A_9_42,2020-01-18T04:00:00+01:00,2020-01-18T05:00:00+01:00,18.9982215716,1,1
SPO_NO0057A_9_42,2020-01-17T01:00:00+01:00,2020-01-17T02:00:00+01:00,4.4894293916,1,1
SPO_NO0057A_9_42,2020-01-20T11:00:00+01:00,2020-01-20T12:00:00+01:00,280.4931295543,1,1
SPO_NO0057A_9_42,2020-01-17T09:00:00+01:00,2020-01-17T10:00:00+01:00,59.3455121746,1,1
SPO_NO0057A_9_42,2020-01-18T12:00:00+01:00,2020-01-18T13:00:00+01:00,53.1240722776,1,1
SPO_NO0057A_9_42,2020-01-17T22:00:00+01:00,2020-01-17T23:00:00+01:00,74.2238377544,1,1
SPO_NO0057A_9_42,2020-01-23T01:00:00+01:00,2020-01-23T02:00:00+01:00,111.7213865407,1,1
SPO_NO0057A_9_42,2020-01-18T09:00:00+01:00,2020-01-18T10:00:00+01:00,53.1270521684,1,1
SPO_NO0057A_9_42,2020-01-20T13:00:00+01:00,2020-01-20T14:00:00+01:00,103.7058428969,1,1
SPO_NO0057A_9_42,2020-01-17T03:00:00+01:00,2020-01-17T04:00:00+01:00,6.1018568541,1,1
SPO_NO0057A_9_42,2020-01-17T20:00:00+01:00,2020-01-17T21:00:00+01:00,46.9507701097,1,1
SPO_NO0057A_9_42,2020-01-14T12:00:00+01:00,2020-01-14T13:00:00+01:00,61.0369815183,1,1
SPO_NO0057A_9_42,2020-01-18T14:00:00+01:00,2020-01-18T15:00:00+01:00,114.9267043858,1,1
SPO_NO0057A_9_42,2020-01-20T16:00:00+01:00,2020-01-20T17:00:00+01:00,55.8087707415,1,1
SPO_NO0057A_9_42,2020-01-16T22:00:00+01:00,2020-01-16T23:00:00+01:00,37.0880068848,1,1
SPO_NO0057A_9_42,2020-01-23T10:00:00+01:00,2020-01-23T11:00:00+01:00,235.8689848192,1,1
SPO_NO0057A_9_42,2020-01-23T11:00:00+01:00,2020-01-23T12:00:00+01:00,371.8082368279,1,1
SPO_NO0057A_9_42,2020-01-23T07:00:00+01:00,2020-01-23T08:00:00+01:00,216.187727014,1,1
SPO_NO0057A_9_42,2020-01-19T23:00:00+01:00,2020-01-20T00:00:00+01:00,241.4486850053,1,1
SPO_NO0057A_9_42,2020-01-22T15:00:00+01:00,2020-01-22T16:00:00+01:00,161.6148170727,1,1
